Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,City,Zip Code,Latitude,Longitude,Population,GeoFIPS,Per capita personal income (dollars) 2/,Personal income (thousands of dollars) _x,Population (persons) 1/,   Employer contributions for employee pension and insurance funds 5/,   Employer contributions for government social insurance ,   Farm proprietors' income ,   Nonfarm proprietors' income ,  Farm proprietors employment 6/,  Income maintenance benefits 1/,  Nonfarm proprietors employment ,  Per capita income maintenance benefits 4/,  Per capita retirement and other 4/,  Per capita unemployment insurance compensation 4/,  Proprietors' income ,  Retirement and other ,  Supplements to wages and salaries ,  Unemployment insurance compensation ,  Wages and salaries , Average nonfarm proprietors' income , Average wages and salaries ," Dividends, interest, and rent 2/", Earnings by place of work , Net earnings by place of residence ," Per capita dividends, interest, and rent 4/", Per capita net earnings 4/, Per capita personal current transfer receipts 4/, Per capita personal income 4/, Personal current transfer receipts , Population (persons) 3/, Proprietors employment , Wage and salary employment ,Average earnings per job (dollars) ,Personal income (thousands of dollars) _y,Total employment (number of jobs) 
0,0,37,,1,1.6,1,1,Fiber Optic,11,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,95.25,3314.15,0.0,0,59.2,3373.35,0,43,0,0,1,1,2,0,Bakersfield,93313,35.140938,-119.051348,25126,029,44862.0,41098858.0,916108.0,4177897.0,1488430.0,653901.0,2903686.0,1365.0,1774711.0,92708.0,1937.0,8473.0,165.0,3557587.0,7762617.0,5666327.0,151239.0,20615463.0,31321.0,57109.0,5266223.0,29839377.0,26144068.0,5748.0,28538.0,10576.0,44862.0,9688567.0,916108.0,94073.0,360987.0,65572.0,41098858.0,455060.0
0,0,34,,0,0.0,0,1,Cable,28,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,25.05,852.7,0.0,0,0.0,852.7,1,59,0,0,0,0,0,0,Los Osos,93402,35.279984,-120.824288,14859,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
1,5,35,,0,0.0,0,1,DSL,30,1,0,1,0,1,1,1,1,One Year,0,Credit Card,53.15,1930.9,0.0,0,0.0,1930.9,1,53,0,0,1,0,0,0,San Luis Obispo,93405,35.236549,-120.727344,31982,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
1,5,4,,1,45.84,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.15,91.4,0.0,0,183.36,274.76,0,35,0,0,1,0,0,0,Arroyo Grande,93420,35.176236,-120.483243,24499,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
1,1,61,Offer B,1,40.37,1,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,25.3,1554.9,0.0,0,2462.57,4017.47,0,52,0,0,1,0,0,0,Buellton,93427,34.631362,-120.238218,4644,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,9,49,Offer B,1,25.1,1,1,DSL,30,1,1,1,0,0,1,1,1,One Year,0,Bank Withdrawal,71.8,3472.05,0.0,0,1229.9,4701.950000000001,0,47,0,0,1,0,0,0,Cambria,93428,35.591387,-121.032256,6526,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
0,0,4,,1,23.04,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.7,117.8,0.0,0,92.16,209.96,1,49,0,0,0,0,0,0,Casmalia,93429,34.866032,-120.536546,210,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,3,64,Offer B,0,0.0,0,1,DSL,59,0,1,1,1,0,1,1,1,Two Year,0,Bank Withdrawal,49.85,3210.35,0.0,0,0.0,3210.35,0,28,1,0,1,1,3,0,Cayucos,93430,35.511833,-120.918713,3220,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
0,0,3,,1,28.97,0,1,Fiber Optic,16,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,69.6,207.4,0.0,20,86.91,314.31,1,43,0,0,0,0,0,0,Creston,93432,35.480896,-120.469476,1203,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
1,8,1,,1,30.38,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.75,19.75,0.0,0,30.38,50.13,1,31,0,0,1,1,2,0,Grover Beach,93433,35.120833,-120.61843,13106,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
1,5,40,Offer B,1,12.97,0,1,Fiber Optic,24,0,1,1,0,0,0,0,1,One Year,0,Bank Withdrawal,80.8,3132.75,0.0,0,518.8000000000001,3651.55,1,46,0,0,1,0,0,0,Guadalupe,93434,34.936,-120.594655,5726,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,9,1,,0,0.0,0,1,DSL,14,0,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,35.0,35.0,0.0,0,0.0,35.0,0,33,0,0,1,0,0,0,Morro Bay,93442,35.369553,-120.763864,10909,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
1,6,45,Offer B,1,17.23,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.2,903.7,0.0,0,775.35,1679.0500000000002,1,21,1,0,1,1,1,0,Paso Robles,93446,35.634222,-120.728341,35586,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
0,0,43,Offer B,1,36.78,0,1,Fiber Optic,59,1,1,1,1,0,0,0,1,One Year,1,Credit Card,90.65,3882.3,0.0,0,1581.54,5463.84,1,19,1,0,0,0,0,0,San Ardo,93450,35.996008,-120.85305,670,053,65123.0,28189179.0,432858.0,2398500.0,949839.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,65123.0,4803694.0,432858.0,53038.0,214092.0,73606.0,28189179.0,267130.0
1,5,41,,1,16.02,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,20.0,879.8,0.0,0,656.8199999999999,1536.62,1,24,1,0,1,1,1,0,San Miguel,93451,35.886767,-120.608661,2666,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
0,0,5,,1,32.81,0,1,Fiber Optic,16,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.65,383.65,0.0,0,164.05,547.7,1,58,0,0,0,0,0,0,San Simeon,93452,35.746484,-121.223355,471,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
0,0,72,,0,0.0,0,1,DSL,6,1,0,1,1,1,1,1,1,Two Year,1,Credit Card,61.2,4390.25,0.0,0,0.0,4390.25,1,43,0,0,0,0,0,0,Santa Margarita,93453,35.303926,-120.256567,2687,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
0,0,4,,1,6.86,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.95,68.2,0.0,0,27.44,95.64,1,47,0,0,0,0,0,0,Santa Maria,93454,34.943523,-120.256729,30540,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,2,9,,1,44.46,0,1,DSL,24,0,1,0,1,0,0,0,1,Month-to-Month,0,Credit Card,54.8,452.8,0.0,0,400.14,852.94,1,43,0,0,1,1,2,0,Santa Maria,93455,34.818227,-120.418784,37364,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,7,33,,1,48.09,0,1,DSL,9,0,0,0,1,0,0,0,1,One Year,1,Credit Card,51.45,1758.9,0.0,0,1586.97,3345.87,0,42,0,0,1,0,0,0,Santa Ynez,93460,34.630356,-120.032564,5710,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,4,72,,1,6.23,1,1,Fiber Optic,27,1,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,80.45,5737.6,0.0,130,448.56000000000006,6316.160000000001,0,115,0,0,1,0,0,0,Shandon,93461,35.634488,-120.293534,1255,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
0,0,15,,1,27.3,0,1,Fiber Optic,18,0,0,1,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,85.3,1219.85,0.0,0,409.5,1629.35,1,110,0,0,0,0,0,0,California City,93505,35.151491,-117.927597,8316,029,44862.0,41098858.0,916108.0,4177897.0,1488430.0,653901.0,2903686.0,1365.0,1774711.0,92708.0,1937.0,8473.0,165.0,3557587.0,7762617.0,5666327.0,151239.0,20615463.0,31321.0,57109.0,5266223.0,29839377.0,26144068.0,5748.0,28538.0,10576.0,44862.0,9688567.0,916108.0,94073.0,360987.0,65572.0,41098858.0,455060.0
1,5,15,,1,39.77,0,1,DSL,18,0,1,1,1,1,1,1,1,Month-to-Month,0,Bank Withdrawal,76.5,1155.6,0.0,0,596.5500000000001,1752.15,0,63,0,0,1,1,1,0,Benton,93512,37.653947,-118.231443,340,051,65296.0,847409.0,12978.0,83773.0,32473.0,11831.0,94608.0,48.0,12004.0,2476.0,925.0,7287.0,139.0,106439.0,94575.0,116246.0,1808.0,467997.0,38210.0,55065.0,206874.0,690682.0,532148.0,15940.0,41004.0,8352.0,65296.0,108387.0,12978.0,2524.0,8499.0,62658.0,847409.0,11023.0
1,8,19,,1,7.84,1,1,Fiber Optic,16,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.85,1564.4,0.0,0,148.96,1713.36,0,34,0,0,1,0,0,0,Boron,93516,34.95703,-117.73045,2241,029,44862.0,41098858.0,916108.0,4177897.0,1488430.0,653901.0,2903686.0,1365.0,1774711.0,92708.0,1937.0,8473.0,165.0,3557587.0,7762617.0,5666327.0,151239.0,20615463.0,31321.0,57109.0,5266223.0,29839377.0,26144068.0,5748.0,28538.0,10576.0,44862.0,9688567.0,916108.0,94073.0,360987.0,65572.0,41098858.0,455060.0
0,0,1,,1,16.91,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.65,19.65,0.0,0,16.91,36.56,1,40,0,0,0,0,0,0,Bridgeport,93517,38.184583,-119.286558,826,051,65296.0,847409.0,12978.0,83773.0,32473.0,11831.0,94608.0,48.0,12004.0,2476.0,925.0,7287.0,139.0,106439.0,94575.0,116246.0,1808.0,467997.0,38210.0,55065.0,206874.0,690682.0,532148.0,15940.0,41004.0,8352.0,65296.0,108387.0,12978.0,2524.0,8499.0,62658.0,847409.0,11023.0
0,0,2,Offer E,1,41.9,0,1,DSL,71,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,45.55,84.4,0.0,10,83.8,178.2,0,26,1,0,0,0,0,0,Darwin,93522,36.319181,-117.593053,64,027,61501.0,1151182.0,18718.0,112036.0,25401.0,9591.0,178726.0,70.0,27700.0,2274.0,1480.0,14317.0,92.0,188317.0,267979.0,137437.0,1721.0,429089.0,78595.0,55878.0,195431.0,754843.0,658351.0,10441.0,35172.0,15888.0,61501.0,297400.0,18718.0,2344.0,7679.0,75311.0,1151182.0,10023.0
0,0,12,,1,41.78,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.3,228.75,0.0,0,501.36,730.11,0,58,0,0,0,0,0,0,Independence,93526,36.869584,-118.189241,734,027,61501.0,1151182.0,18718.0,112036.0,25401.0,9591.0,178726.0,70.0,27700.0,2274.0,1480.0,14317.0,92.0,188317.0,267979.0,137437.0,1721.0,429089.0,78595.0,55878.0,195431.0,754843.0,658351.0,10441.0,35172.0,15888.0,61501.0,297400.0,18718.0,2344.0,7679.0,75311.0,1151182.0,10023.0
1,4,70,,1,28.54,1,1,Fiber Optic,23,0,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,110.5,7752.05,0.0,0,1997.8,9749.85,0,41,0,0,1,0,0,0,Temecula,92592,33.507255,-117.029473,46171,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
0,0,23,,1,16.26,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,20.3,470.6,0.0,0,373.98,844.58,0,38,0,0,0,0,0,0,June Lake,93529,37.730269,-119.055813,618,051,65296.0,847409.0,12978.0,83773.0,32473.0,11831.0,94608.0,48.0,12004.0,2476.0,925.0,7287.0,139.0,106439.0,94575.0,116246.0,1808.0,467997.0,38210.0,55065.0,206874.0,690682.0,532148.0,15940.0,41004.0,8352.0,65296.0,108387.0,12978.0,2524.0,8499.0,62658.0,847409.0,11023.0
0,0,2,Offer E,1,43.93,0,1,DSL,59,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,55.3,108.65,0.0,0,87.86,196.51,1,22,1,0,0,1,1,0,Lancaster,93534,34.727529,-118.153098,35109,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,5,24,,1,46.3,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.7,494.05,0.0,0,1111.1999999999998,1605.2499999999998,0,43,0,0,1,1,3,0,Lee Vining,93541,37.890145,-119.184087,504,051,65296.0,847409.0,12978.0,83773.0,32473.0,11831.0,94608.0,48.0,12004.0,2476.0,925.0,7287.0,139.0,106439.0,94575.0,116246.0,1808.0,467997.0,38210.0,55065.0,206874.0,690682.0,532148.0,15940.0,41004.0,8352.0,65296.0,108387.0,12978.0,2524.0,8499.0,62658.0,847409.0,11023.0
0,0,32,,1,14.21,1,1,Fiber Optic,28,0,1,1,0,1,1,1,1,One Year,1,Credit Card,104.05,3416.85,0.0,0,454.72,3871.57,0,44,0,0,0,0,0,0,Littlerock,93543,34.505273,-117.955054,11198,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,27,,1,10.55,0,1,DSL,29,1,1,0,0,0,0,0,1,Two Year,0,Bank Withdrawal,52.85,1498.65,0.0,0,284.85,1783.5,0,44,0,0,0,0,0,0,Llano,93544,34.500091,-117.765862,1220,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,58,,1,44.67,1,1,Fiber Optic,8,0,0,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,80.65,4807.35,0.0,0,2590.86,7398.210000000001,1,52,0,0,0,0,0,0,Mammoth Lakes,93546,37.550074,-118.837167,8217,051,65296.0,847409.0,12978.0,83773.0,32473.0,11831.0,94608.0,48.0,12004.0,2476.0,925.0,7287.0,139.0,106439.0,94575.0,116246.0,1808.0,467997.0,38210.0,55065.0,206874.0,690682.0,532148.0,15940.0,41004.0,8352.0,65296.0,108387.0,12978.0,2524.0,8499.0,62658.0,847409.0,11023.0
1,9,18,,1,43.69,1,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,24.65,471.35,0.0,0,786.42,1257.77,0,22,1,0,1,1,3,0,Palmdale,93550,34.536232,-118.082935,67232,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,5,47,,1,3.95,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,21.3,1041.8,0.0,0,185.65,1227.45,0,47,0,0,1,1,3,0,Palmdale,93551,34.613476,-118.256358,34045,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,4,70,,1,5.51,1,1,Fiber Optic,85,0,1,1,1,1,1,1,0,Two Year,1,Bank Withdrawal,110.2,7689.8,0.0,150,385.7,8225.5,0,26,1,0,1,1,3,0,Palmdale,93552,34.557711,-118.029441,25370,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,3,36,,1,19.73,0,1,DSL,19,1,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,51.05,1815.0,0.0,0,710.28,2525.28,0,32,0,0,1,1,2,0,Randsburg,93554,35.405722,-117.773354,117,029,44862.0,41098858.0,916108.0,4177897.0,1488430.0,653901.0,2903686.0,1365.0,1774711.0,92708.0,1937.0,8473.0,165.0,3557587.0,7762617.0,5666327.0,151239.0,20615463.0,31321.0,57109.0,5266223.0,29839377.0,26144068.0,5748.0,28538.0,10576.0,44862.0,9688567.0,916108.0,94073.0,360987.0,65572.0,41098858.0,455060.0
0,0,67,,1,4.72,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.8,1311.3,0.0,0,316.24,1627.54,1,31,0,0,0,0,0,0,Temecula,92592,33.507255,-117.029473,46171,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
0,0,10,,1,23.84,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.9,199.45,0.0,0,238.4,437.85,0,114,0,0,0,0,0,0,Rosamond,93560,34.903052,-118.411251,14931,029,44862.0,41098858.0,916108.0,4177897.0,1488430.0,653901.0,2903686.0,1365.0,1774711.0,92708.0,1937.0,8473.0,165.0,3557587.0,7762617.0,5666327.0,151239.0,20615463.0,31321.0,57109.0,5266223.0,29839377.0,26144068.0,5748.0,28538.0,10576.0,44862.0,9688567.0,916108.0,94073.0,360987.0,65572.0,41098858.0,455060.0
1,2,71,,1,16.84,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.85,1326.35,0.0,0,1195.64,2521.99,0,43,0,0,1,1,2,0,Temecula,92592,33.507255,-117.029473,46171,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
1,7,72,,1,2.75,1,1,DSL,19,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,89.4,6376.55,0.0,0,198.0,6574.55,1,45,0,0,1,1,2,0,Valyermo,93563,34.39583,-117.734568,413,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,2,48,,1,9.77,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.0,935.9,0.0,0,468.96,1404.86,0,19,1,0,1,1,3,0,Palmdale,93591,34.598221,-117.79593,6787,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
