Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,Zip Code,Population,Per capita personal income,Personal incomeX,Employer contributions,Farm proprietors income,Nonfarm proprietors income,Farm proprietors employment,Income maintenance benefits,Nonfarm proprietors employment,Per capita income maintenance benefits,Per capita retirement and other,Per capita unemployment insurance compensation,Proprietors income,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wages and salaries,Average nonfarm proprietors income,Average wages and salaries,"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent",Per capita net earnings,Per capita personal current transfer receipts,Personal current transfer receipts,Proprietors employment,Wage and salary employment,Average earnings per job,Personal incomeY,Total employment
0,0,33,5,1,49.69,1,1,2,12,0,1,1,0,1,1,1,1,0,0,0,107.55,3645.5,0.0,0,1639.77,5285.27,0,39,0,0,0,0,0,0,96084,459,54120.0,9791945.0,778261.0,18325.0,646184.0,1140.0,357627.0,22900.0,1977.0,15516.0,103.0,664509.0,2807348.0,1064714.0,18672.0,4090109.0,28218.0,56554.0,1454075.0,5819332.0,5154223.0,8037.0,28487.0,17596.0,3183647.0,24040.0,72322.0,60390.0,9791945.0,96362.0
1,9,58,1,1,11.81,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,19.85,1158.85,0.0,0,684.98,1843.83,0,48,0,0,1,1,3,0,96085,88,51788.0,2261048.0,175384.0,59879.0,150197.0,656.0,95028.0,5888.0,2177.0,17210.0,123.0,210076.0,751398.0,230036.0,5368.0,752905.0,25509.0,50796.0,391225.0,1193017.0,1018029.0,8961.0,23317.0,19510.0,851794.0,6544.0,14822.0,55837.0,2261048.0,21366.0
1,9,72,5,1,11.85,1,1,2,59,1,1,0,0,1,0,0,1,2,1,0,95.9,6954.15,0.0,0,853.1999999999999,7807.349999999999,0,26,1,0,1,1,3,0,96086,332,51788.0,2261048.0,175384.0,59879.0,150197.0,656.0,95028.0,5888.0,2177.0,17210.0,123.0,210076.0,751398.0,230036.0,5368.0,752905.0,25509.0,50796.0,391225.0,1193017.0,1018029.0,8961.0,23317.0,19510.0,851794.0,6544.0,14822.0,55837.0,2261048.0,21366.0
1,4,71,5,1,21.19,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,23.85,1672.1,0.0,0,1504.49,3176.59,0,55,0,0,1,0,0,0,96087,528,54120.0,9791945.0,778261.0,18325.0,646184.0,1140.0,357627.0,22900.0,1977.0,15516.0,103.0,664509.0,2807348.0,1064714.0,18672.0,4090109.0,28218.0,56554.0,1454075.0,5819332.0,5154223.0,8037.0,28487.0,17596.0,3183647.0,24040.0,72322.0,60390.0,9791945.0,96362.0
1,5,51,1,1,6.89,0,1,0,41,1,1,1,1,1,1,1,1,2,1,1,83.85,4307.1,0.0,0,351.39,4658.490000000001,1,20,1,0,1,0,0,0,96090,405,47315.0,3087088.0,219345.0,43646.0,183778.0,1288.0,121385.0,5790.0,1860.0,13309.0,106.0,227424.0,868339.0,301606.0,6939.0,1128850.0,31741.0,54669.0,449679.0,1657880.0,1640746.0,6892.0,25147.0,15276.0,996663.0,7078.0,20649.0,59793.0,3087088.0,27727.0
0,0,14,5,1,36.73,0,1,0,52,1,1,1,1,0,1,1,1,2,0,0,76.1,1054.8,0.0,0,514.2199999999999,1569.02,1,24,1,0,0,1,3,0,96094,5896,51788.0,2261048.0,175384.0,59879.0,150197.0,656.0,95028.0,5888.0,2177.0,17210.0,123.0,210076.0,751398.0,230036.0,5368.0,752905.0,25509.0,50796.0,391225.0,1193017.0,1018029.0,8961.0,23317.0,19510.0,851794.0,6544.0,14822.0,55837.0,2261048.0,21366.0
1,9,72,5,1,21.84,1,1,1,30,1,1,0,1,1,0,0,1,2,0,1,74.55,5430.65,0.0,0,1572.48,7003.129999999999,0,61,0,0,1,1,3,0,96096,843,54120.0,9791945.0,778261.0,18325.0,646184.0,1140.0,357627.0,22900.0,1977.0,15516.0,103.0,664509.0,2807348.0,1064714.0,18672.0,4090109.0,28218.0,56554.0,1454075.0,5819332.0,5154223.0,8037.0,28487.0,17596.0,3183647.0,24040.0,72322.0,60390.0,9791945.0,96362.0
1,4,22,5,0,0.0,0,1,1,19,0,1,0,0,1,0,0,0,0,0,0,39.2,849.9,0.0,50,0.0,899.9,0,101,0,0,1,1,1,0,96097,9538,51788.0,2261048.0,175384.0,59879.0,150197.0,656.0,95028.0,5888.0,2177.0,17210.0,123.0,210076.0,751398.0,230036.0,5368.0,752905.0,25509.0,50796.0,391225.0,1193017.0,1018029.0,8961.0,23317.0,19510.0,851794.0,6544.0,14822.0,55837.0,2261048.0,21366.0
0,0,2,4,1,25.56,1,1,2,6,0,1,0,0,0,0,0,1,0,0,0,79.55,151.75,0.0,0,51.12,202.87,0,45,0,0,0,0,0,0,96101,5096,56559.0,481376.0,37810.0,44360.0,23426.0,303.0,20182.0,1016.0,2371.0,19036.0,114.0,67786.0,162019.0,47656.0,971.0,136883.0,23057.0,48181.0,69008.0,252325.0,229196.0,8108.0,26929.0,21522.0,183172.0,1319.0,2841.0,60655.0,481376.0,4160.0
0,0,15,5,1,39.87,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.6,299.4,0.0,0,598.05,897.4499999999999,0,48,0,0,0,0,0,0,96103,1839,59387.0,1149201.0,94433.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,368050.0,3148.0,6640.0,58979.0,1149201.0,9788.0
1,1,51,1,1,28.96,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.55,1086.75,0.0,0,1476.96,2563.71,1,40,0,0,1,1,1,0,96104,857,56559.0,481376.0,37810.0,44360.0,23426.0,303.0,20182.0,1016.0,2371.0,19036.0,114.0,67786.0,162019.0,47656.0,971.0,136883.0,23057.0,48181.0,69008.0,252325.0,229196.0,8108.0,26929.0,21522.0,183172.0,1319.0,2841.0,60655.0,481376.0,4160.0
1,1,70,5,0,0.0,0,1,1,18,1,0,1,1,0,0,0,1,2,1,1,39.15,2692.75,0.0,0,0.0,2692.75,1,47,0,0,1,0,0,0,96105,650,59387.0,1149201.0,94433.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,368050.0,3148.0,6640.0,58979.0,1149201.0,9788.0
1,1,71,5,1,31.03,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,20.1,1389.6,0.0,0,2203.13,3592.73,0,45,0,0,1,1,2,0,96106,88,59387.0,1149201.0,94433.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,368050.0,3148.0,6640.0,58979.0,1149201.0,9788.0
1,1,39,5,1,24.38,1,1,2,53,0,0,0,1,1,1,1,1,0,1,1,99.95,3767.4,0.0,0,950.82,4718.22,0,35,0,0,1,1,3,0,96107,1332,65296.0,847409.0,83773.0,11831.0,94608.0,48.0,12004.0,2476.0,925.0,7287.0,139.0,106439.0,94575.0,116246.0,1808.0,467997.0,38210.0,55065.0,206874.0,690682.0,532148.0,15940.0,41004.0,8352.0,108387.0,2524.0,8499.0,62658.0,847409.0,11023.0
1,1,61,1,1,26.7,1,1,1,30,1,1,0,0,0,0,0,0,0,0,0,59.8,3641.5,0.0,100,1628.7,5370.2,0,27,1,0,1,1,1,0,96108,104,56559.0,481376.0,37810.0,44360.0,23426.0,303.0,20182.0,1016.0,2371.0,19036.0,114.0,67786.0,162019.0,47656.0,971.0,136883.0,23057.0,48181.0,69008.0,252325.0,229196.0,8108.0,26929.0,21522.0,183172.0,1319.0,2841.0,60655.0,481376.0,4160.0
0,0,52,1,1,38.93,0,1,1,8,1,0,0,0,0,0,0,1,0,1,0,49.75,2535.55,0.0,0,2024.36,4559.91,0,33,0,0,0,0,0,0,96109,1177,40700.0,1217102.0,184571.0,17203.0,37091.0,324.0,47640.0,2156.0,1593.0,11655.0,77.0,54294.0,348527.0,219356.0,2303.0,547426.0,17204.0,55974.0,174664.0,821076.0,643968.0,5841.0,21535.0,13325.0,398470.0,2480.0,9780.0,66972.0,1217102.0,12260.0
1,1,64,1,1,4.01,1,1,2,71,1,0,1,1,1,1,1,1,1,1,1,108.5,6880.85,0.0,0,256.64,7137.490000000001,1,27,1,0,1,0,0,0,96112,231,56559.0,481376.0,37810.0,44360.0,23426.0,303.0,20182.0,1016.0,2371.0,19036.0,114.0,67786.0,162019.0,47656.0,971.0,136883.0,23057.0,48181.0,69008.0,252325.0,229196.0,8108.0,26929.0,21522.0,183172.0,1319.0,2841.0,60655.0,481376.0,4160.0
1,1,62,1,1,33.7,0,1,0,15,0,1,1,1,0,0,0,1,2,1,1,60.15,3753.2,0.0,0,2089.4,5842.6,1,47,0,0,1,0,0,0,96113,946,40700.0,1217102.0,184571.0,17203.0,37091.0,324.0,47640.0,2156.0,1593.0,11655.0,77.0,54294.0,348527.0,219356.0,2303.0,547426.0,17204.0,55974.0,174664.0,821076.0,643968.0,5841.0,21535.0,13325.0,398470.0,2480.0,9780.0,66972.0,1217102.0,12260.0
1,1,30,5,1,11.38,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.05,637.55,0.0,0,341.40000000000003,978.95,1,64,0,0,1,0,0,0,96114,3093,40700.0,1217102.0,184571.0,17203.0,37091.0,324.0,47640.0,2156.0,1593.0,11655.0,77.0,54294.0,348527.0,219356.0,2303.0,547426.0,17204.0,55974.0,174664.0,821076.0,643968.0,5841.0,21535.0,13325.0,398470.0,2480.0,9780.0,66972.0,1217102.0,12260.0
0,0,1,4,1,23.04,0,1,0,82,0,0,0,0,0,0,0,1,0,1,1,44.55,44.55,0.0,0,23.04,67.59,0,27,1,0,0,0,0,0,96117,385,40700.0,1217102.0,184571.0,17203.0,37091.0,324.0,47640.0,2156.0,1593.0,11655.0,77.0,54294.0,348527.0,219356.0,2303.0,547426.0,17204.0,55974.0,174664.0,821076.0,643968.0,5841.0,21535.0,13325.0,398470.0,2480.0,9780.0,66972.0,1217102.0,12260.0
1,1,15,5,1,18.6,1,1,2,13,0,0,1,1,1,1,1,0,0,1,0,103.45,1539.8,0.0,140,279.0,1958.8,1,59,0,0,1,0,0,0,96118,1822,47877.0,154021.0,10302.0,1201.0,11527.0,28.0,4281.0,498.0,1331.0,11684.0,96.0,12728.0,37587.0,11996.0,310.0,29458.0,23147.0,44033.0,33079.0,54182.0,78764.0,10283.0,24484.0,13111.0,42178.0,526.0,669.0,45341.0,154021.0,1195.0
1,1,27,5,1,15.71,0,1,2,53,1,1,0,0,0,0,0,1,1,1,1,80.65,2209.75,0.0,0,424.17,2633.92,1,47,0,0,1,1,3,0,96119,85,40700.0,1217102.0,184571.0,17203.0,37091.0,324.0,47640.0,2156.0,1593.0,11655.0,77.0,54294.0,348527.0,219356.0,2303.0,547426.0,17204.0,55974.0,174664.0,821076.0,643968.0,5841.0,21535.0,13325.0,398470.0,2480.0,9780.0,66972.0,1217102.0,12260.0
0,0,4,4,0,0.0,0,1,0,52,1,1,1,0,1,1,1,1,0,1,1,57.2,223.75,0.0,0,0.0,223.75,0,31,0,0,0,1,3,0,96120,957,67551.0,80386.0,9036.0,0.0,1258.0,0.0,1745.0,177.0,1466.0,16918.0,127.0,1258.0,20133.0,12723.0,151.0,58899.0,7107.0,59918.0,18624.0,72880.0,39733.0,15650.0,33389.0,18512.0,22029.0,177.0,983.0,62828.0,80386.0,1160.0
1,1,72,5,1,39.74,1,1,2,5,1,1,1,0,1,1,1,1,2,1,0,110.75,7751.7,0.0,0,2861.28,10612.98,0,48,0,0,1,0,0,0,96121,481,40700.0,1217102.0,184571.0,17203.0,37091.0,324.0,47640.0,2156.0,1593.0,11655.0,77.0,54294.0,348527.0,219356.0,2303.0,547426.0,17204.0,55974.0,174664.0,821076.0,643968.0,5841.0,21535.0,13325.0,398470.0,2480.0,9780.0,66972.0,1217102.0,12260.0
0,0,36,5,1,44.87,0,1,0,8,1,1,1,1,1,0,0,1,1,1,1,76.35,2606.35,0.0,0,1615.32,4221.67,0,33,0,0,0,0,0,0,96124,322,47877.0,154021.0,10302.0,1201.0,11527.0,28.0,4281.0,498.0,1331.0,11684.0,96.0,12728.0,37587.0,11996.0,310.0,29458.0,23147.0,44033.0,33079.0,54182.0,78764.0,10283.0,24484.0,13111.0,42178.0,526.0,669.0,45341.0,154021.0,1195.0
0,0,1,4,1,49.51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,18.9,18.9,0.0,0,49.51,68.41,1,24,1,0,0,0,0,0,96126,227,47877.0,154021.0,10302.0,1201.0,11527.0,28.0,4281.0,498.0,1331.0,11684.0,96.0,12728.0,37587.0,11996.0,310.0,29458.0,23147.0,44033.0,33079.0,54182.0,78764.0,10283.0,24484.0,13111.0,42178.0,526.0,669.0,45341.0,154021.0,1195.0
0,0,71,5,1,3.09,0,1,1,26,1,1,1,1,1,1,1,1,2,1,1,84.4,5969.3,0.0,0,219.39,6188.6900000000005,0,33,0,0,1,0,0,0,96133,116,65296.0,847409.0,83773.0,11831.0,94608.0,48.0,12004.0,2476.0,925.0,7287.0,139.0,106439.0,94575.0,116246.0,1808.0,467997.0,38210.0,55065.0,206874.0,690682.0,532148.0,15940.0,41004.0,8352.0,108387.0,2524.0,8499.0,62658.0,847409.0,11023.0
1,4,10,5,1,4.16,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,24.4,253.9,0.0,0,41.6,295.5,1,27,1,0,1,1,1,0,96134,2595,51788.0,2261048.0,175384.0,59879.0,150197.0,656.0,95028.0,5888.0,2177.0,17210.0,123.0,210076.0,751398.0,230036.0,5368.0,752905.0,25509.0,50796.0,391225.0,1193017.0,1018029.0,8961.0,23317.0,19510.0,851794.0,6544.0,14822.0,55837.0,2261048.0,21366.0
1,4,20,5,1,3.87,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.05,400.0,0.0,0,77.4,477.4,1,55,0,0,1,1,1,0,96136,162,40700.0,1217102.0,184571.0,17203.0,37091.0,324.0,47640.0,2156.0,1593.0,11655.0,77.0,54294.0,348527.0,219356.0,2303.0,547426.0,17204.0,55974.0,174664.0,821076.0,643968.0,5841.0,21535.0,13325.0,398470.0,2480.0,9780.0,66972.0,1217102.0,12260.0
0,0,4,4,1,38.96,0,1,1,10,0,0,0,0,1,0,0,1,0,0,1,55.5,227.35,0.0,0,155.84,383.19,0,57,0,0,0,0,0,0,96141,858,81791.0,34170169.0,1937912.0,6287.0,2492776.0,1022.0,377714.0,73126.0,904.0,10546.0,80.0,2499063.0,4405975.0,2904838.0,33214.0,13949953.0,34089.0,71502.0,6375099.0,19353854.0,22978167.0,15260.0,55002.0,11530.0,4816903.0,74148.0,195099.0,71881.0,34170169.0,269247.0
0,0,2,4,1,22.56,0,1,2,15,1,1,0,0,1,1,1,0,0,0,0,100.2,198.5,0.0,10,45.12,253.62,1,49,0,0,0,0,0,0,96146,942,81791.0,34170169.0,1937912.0,6287.0,2492776.0,1022.0,377714.0,73126.0,904.0,10546.0,80.0,2499063.0,4405975.0,2904838.0,33214.0,13949953.0,34089.0,71502.0,6375099.0,19353854.0,22978167.0,15260.0,55002.0,11530.0,4816903.0,74148.0,195099.0,71881.0,34170169.0,269247.0
0,0,29,5,1,15.06,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.4,554.25,0.0,0,436.74,990.99,0,30,0,0,0,0,0,0,96148,678,81791.0,34170169.0,1937912.0,6287.0,2492776.0,1022.0,377714.0,73126.0,904.0,10546.0,80.0,2499063.0,4405975.0,2904838.0,33214.0,13949953.0,34089.0,71502.0,6375099.0,19353854.0,22978167.0,15260.0,55002.0,11530.0,4816903.0,74148.0,195099.0,71881.0,34170169.0,269247.0
0,0,13,5,1,46.92,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,20.4,251.65,0.0,0,609.96,861.61,1,56,0,0,0,0,0,0,90002,44586,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,4,59,1,1,16.39,1,1,2,14,1,1,0,0,1,0,0,1,0,1,0,94.75,5597.65,0.0,0,967.01,6564.66,0,60,0,0,1,0,0,0,90003,58198,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,10,18,3,1,45.92,0,1,1,17,0,0,0,0,0,0,0,1,0,1,0,44.35,768.05,0.0,0,826.5600000000001,1594.61,1,41,0,0,1,0,0,0,90006,62784,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,8,17,3,1,44.9,0,1,1,47,1,1,0,0,1,1,1,1,0,0,1,74.55,1215.8,0.0,0,763.3,1979.1,0,22,1,0,1,1,2,0,90007,45025,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,10,47,1,1,14.14,0,1,1,28,0,1,1,0,1,1,1,1,2,0,0,73.6,3522.65,0.0,0,664.58,4187.2300000000005,1,55,0,0,1,0,0,0,90008,30852,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,10,19,3,1,9.47,1,1,1,13,0,0,0,0,0,0,0,0,0,0,1,50.1,910.45,0.0,120,179.93,1210.38,1,51,0,0,1,1,2,0,90012,30596,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,8,2,4,1,36.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.85,52.0,0.0,0,72.1,124.1,0,27,1,0,1,0,0,0,90015,15140,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,7,4,0,0.0,0,1,0,48,0,0,0,0,0,0,0,1,1,1,1,24.35,150.85,0.0,0,0.0,150.85,1,23,1,0,0,0,0,0,90016,46984,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,18,3,1,10.67,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.55,389.25,0.0,0,192.06,581.31,0,49,0,0,0,0,0,0,90017,20692,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,71,5,1,44.84,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,25.05,1873.7,0.0,0,3183.6400000000003,5057.34,0,46,0,0,1,0,0,0,90018,47143,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,8,72,5,1,16.5,1,1,2,22,0,1,1,0,1,1,1,0,2,1,0,103.75,7346.2,0.0,130,1188.0,8664.2,1,38,0,0,1,0,0,0,90021,3012,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,4,66,5,0,0.0,0,1,0,25,0,1,1,0,1,1,1,1,2,1,1,56.75,3708.4,0.0,0,0.0,3708.4,1,35,0,0,1,1,3,0,90022,68701,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,6,24,2,1,25.84,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,20.8,469.65,0.0,0,620.16,1089.81,1,19,1,0,1,1,2,0,90023,47487,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,2,56,1,1,31.53,1,0,3,0,0,0,0,0,0,0,0,0,2,1,1,24.45,1385.85,0.0,0,1765.68,3151.53,0,20,1,0,1,1,2,0,90025,41175,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,42,1,1,22.08,0,1,0,26,1,1,1,0,0,0,0,1,0,0,0,59.65,2536.55,0.0,0,927.36,3463.91,0,27,1,0,0,0,0,0,90031,38415,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,3,72,5,1,24.48,1,1,0,69,1,0,1,1,1,1,1,0,2,1,0,83.3,6042.7,0.0,80,1762.56,7885.26,0,28,1,0,1,1,3,0,90032,46960,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,12,3,1,21.93,1,1,2,16,0,0,0,1,0,0,0,1,0,1,1,79.55,958.25,0.0,0,263.16,1221.41,0,47,0,0,0,0,0,0,90033,49431,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,2,71,5,1,33.61,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,24.45,1730.65,0.0,0,2386.31,4116.96,1,24,1,0,1,0,0,0,90034,58218,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,7,5,0,0.0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,1,29.8,201.95,0.0,0,0.0,201.95,0,33,0,0,0,1,2,0,90036,32901,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,1,6,5,1,29.41,0,1,1,29,0,0,0,0,0,0,0,1,0,0,1,45.5,285.2,0.0,0,176.46,461.66,0,41,0,0,1,1,1,0,90037,56709,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,9,51,5,0,0.0,0,1,1,6,0,1,0,0,0,0,0,1,0,1,1,30.05,1529.45,0.0,0,0.0,1529.45,1,61,0,0,1,0,0,0,90039,29310,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,1,72,5,0,0.0,0,1,1,16,1,1,1,1,1,1,1,0,2,1,0,65.65,4664.5,0.0,60,0.0,4724.5,1,32,0,0,1,1,1,0,90040,9805,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
